UnixTimeSeconds;Frame;CaptureTime;LogTime;HMDPosition;HMDRotation;GazeStatus;CombinedGazeForward;CombinedGazePosition;InterPupillaryDistanceInMM;LeftEyeStatus;LeftEyeForward;LeftEyePosition;LeftPupilIrisDiameterRatio;LeftPupilDiameterInMM;LeftIrisDiameterInMM;RightEyeStatus;RightEyeForward;RightEyePosition;RightPupilIrisDiameterRatio;RightPupilDiameterInMM;RightIrisDiameterInMM;FocusDistance;FocusStability;FocusName;EmperorsRating - UnixTimeSeconds;RatingHand;CurrentRotation;CurrentHumanReadableRotation
1729161903;637946;1000089113435259387;63864765903518;(1.213, 0.356, 1.211);(0.024, 0.714, 0.007, 0.699);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL;0
1729161903;637966;1000089113535290790;63864765903518;(1.213, 0.356, 1.211);(0.024, 0.714, 0.007, 0.699);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL;0
1729161903;637986;1000089113635320338;63864765903518;(1.213, 0.356, 1.211);(0.024, 0.714, 0.007, 0.699);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL;0
1729161903;638006;1000089113735356707;63864765903518;(1.213, 0.356, 1.211);(0.024, 0.714, 0.007, 0.699);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL;0
1729161903;638026;1000089113835390225;63864765903518;(1.213, 0.356, 1.211);(0.024, 0.714, 0.007, 0.699);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL;0
1729161903;638046;1000089113935422804;63864765903557;(1.213, 0.357, 1.211);(0.024, 0.714, 0.007, 0.699);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL;0
1729161903;638066;1000089114035452110;63864765903662;(1.213, 0.357, 1.211);(0.024, 0.715, 0.007, 0.699);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL;0
1729161903;638086;1000089114135488815;63864765903759;(1.214, 0.357, 1.211);(0.024, 0.715, 0.007, 0.699);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL;0
1729161903;638106;1000089114235522433;63864765903849;(1.214, 0.357, 1.211);(0.024, 0.715, 0.007, 0.699);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL;0
1729161903;638126;1000089114335554061;63864765903949;(1.213, 0.357, 1.211);(0.024, 0.715, 0.007, 0.699);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL;0
1729161904;638146;1000089114435592203;63864765904050;(1.213, 0.357, 1.211);(0.024, 0.715, 0.007, 0.699);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL;0
1729161904;638166;1000089114535627730;63864765904150;(1.213, 0.357, 1.211);(0.024, 0.715, 0.007, 0.699);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;NULL;0
